TaxiTNC,Personal
124,72
300,29
30,108
25,33
13,67
68,20
136,113
220,35
54,113
118,401
50,39
9,90
110,76
25,155
36,42
74,309
24,31
34,126
54,34
8,140
160,19
205,51
37,20
34,91
71,57
104,134
375,22
314,158
61,233
40,10
51,78
224,25
372,82
68,40
45,19
63,58
30,98
96,387
57,25
181,38
98,46
198,43
134,65
43,128
21,175
95,188
53,104
75,107
22,8
7,67
352,24
72,137
84,141
29,28
49,51
28,54
56,15
63,45
57,78
173,124
96,50
60,170
74,29
22,48
51,77
74,62
48,40
36,25
12,44
34,51
89,104
51,66
52,206
52,57
30,123
65,60
14,129
40,169
161,44
425,38
21,42
27,22
11,114
66,98
12,208
29,111
17,39
5,39
37,128
50,166
224,58
320,26
52,75
2,59
171,83
12,31
17,15
12,39
60,37
24,58
12,246
65,192
46,22
46,172
180,36
112,112
74,15
54,150
35,157
45,401
477,42
204,435
56,29
128,82
35,54
174,66
48,131
3,23
73,61
118,24
87,58
12,58
8,103
24,66
174,60
44,29
42,101
134,39
150,82
136,84
46,40
51,26
27,141
84,37
59,124
76,70
72,63
80,57
57,56
47,85
43,39
20,8
5,63
26,81
24,97
293,139
9,86
30,61
128,125
25,70
15,50
148,362
12,66
125,19
38,82
12,417
217,239
19,89
23,171
36,94
53,78
404,8
95,162
85,45
42,40
15,90
22,75
10,95
60,16
20,26
223,44
148,53
104,28
40,11
26,62
42,57
40,240
30,67
74,119
239,123
103,150
29,84
86,57
123,39
62,198
13,34
73,16
31,25
114,133
35,114
185,58
4,65
96,140
104,51
406,116
314,85
8,22
67,85
26,117
10,39
2,24
22,57
7,82
35,73
3,46
76,93
312,43
100,37
41,40
102,124
18,70
36,96
72,65
96,74
68,53
25,132
181,71
62,35
62,128
104,110
19,169
11,88
37,177
106,50
262,65
182,330
69,92
121,161
44,50
264,28
216,26
40,84
13,26
19,47
2,43
78,65
126,92
107,34
68,39
46,50
55,48
252,37
37,20
32,38
101,39
17,146
61,157
17,10
30,62
63,144
50,22
5,72
101,68
53,26
35,87
30,74
19,118
18,61
69,71
135,212
63,214
183,58
42,40
26,368
2,54
47,28
208,2
42,426
9,97
112,35
106,62
50,81
129,133
156,40
7,71
49,55
6,243
40,214
89,46
37,45
374,69
62,202
2,116
12,107
133,45
21,103
66,8
96,29
20,36
191,18
261,55
87,343
160,62
35,200
26,92
65,92
55,100
32,150
125,31
3,29
60,9
115,61
406,97
16,58
128,50
4,48
148,432
65,57
55,28
52,73
27,16
14,280
312,29
54,48
17,63
125,195
47,378
43,184
304,26
45,31
43,20
26,15
31,137
25,77
44,301
28,73
87,76
63,22
27,86
121,36
28,214
47,131
73,115
5,41
23,32
44,37
42,116
16,69
26,40
19,96
75,27
91,55
16,36
30,59
59,65
10,81
94,40
12,52
11,22
46,11
78,23
12,41
43,196
28,208
297,95
63,31
12,315
110,171
90,31
62,136
33,58
15,5
60,55
58,37
39,15
12,202
24,250
67,231
53,42
58,62
216,314
98,224
127,38
93,52
60,70
88,89
62,31
135,73
30,166
32,8
221,192
33,35
167,48
65,73
31,46
5,45
50,148
31,416
46,31
86,79
29,72
115,63
96,28
26,95
53,73
59,318
32,109
81,57
62,46
65,50
24,112
204,49
27,51
56,123
114,35
438,56
52,131
23,32
53,42
16,158
10,57
10,36
68,76
26,105
15,35
352,58
72,104
24,124
126,37
300,55
31,47
103,38
137,122
33,23
162,39
26,355
101,152
319,62
320,43
80,54
15,34
194,35
64,46
36,24
87,146
84,119
24,107
100,150
39,66
161,108
18,84
72,125
76,109
30,126
164,39
322,62
52,65
78,33
20,79
77,18
55,34
19,110
128,22
13,107
29,133
86,108
97,164
31,65
26,132
342,22
32,49
52,17
56,128
376,303
30,20
32,55
97,38
113,63
4,38
36,37
10,72
65,39
75,50
20,105
167,11
24,5
161,82
57,67
31,296
45,30
35,21
45,322
372,15
178,72
320,67
26,94
1,80
37,110
105,50
47,151
68,57
174,193
197,33
306,70
57,44
30,118
56,18
113,20
39,46
63,289
46,15
32,202
71,318
2,162
47,169
327,312
64,120
105,73
208,97
295,20
176,17
52,54
33,120
5,139
76,30
68,83
51,188
91,151
47,20
42,97
62,43
32,158
53,59
27,38
48,50
16,15
129,85
7,99
26,50
36,81
208,74
126,53
141,55
56,52
30,78
47,107
11,201
21,110
38,32
12,81
308,62
444,98
56,41
85,39
108,86
24,81
30,48
160,100
221,84
44,28
19,24
206,379
71,45
46,375
17,164
102,184
50,129
28,53
53,8
30,29
33,60
64,37
126,25
19,80
24,272
48,57
17,230
295,93
20,155
71,76
78,156
300,17
246,201
62,77
32,87
24,11
6,35
114,83
156,256
7,191
29,73
305,62
224,26
40,51
59,113
60,45
97,40
4,78
18,186
25,188
97,82
70,48
21,5
35,24
48,127
1,152
149,47
32,39
194,18
46,330
29,73
24,63
246,69
32,67
26,76
18,172
61,54
50,97
15,20
12,159
12,318
161,164
74,60
56,54
342,67
27,54
1,158
31,84
54,124
123,215
45,39
129,15
34,70
98,24
103,184
100,32
60,18
191,67
109,40
53,122
7,57
20,35
19,72
87,85
191,173
477,81
4,256
32,118
42,25
39,173
15,385
224,201
70,146
29,16
33,56
11,79
5,16
21,21
132,47
302,188
27,84
119,256
22,270
77,28
384,103
118,55
190,73
48,201
89,52
4,33
12,108
21,36
52,93
40,36
42,26
28,92
29,36
35,64
8,73
4,58
18,66
36,105
86,76
31,51
14,74
4,22
154,40
15,104
51,94
33,184
25,46
0,232
47,8
37,60
24,61
14,48
25,92
22,18
126,215
106,43
43,7
89,233
49,177
21,64
67,34
27,31
168,31
23,189
60,26
46,60
166,46
54,24
77,301
352,90
5,79
75,23
21,206
50,40
57,53
107,6
31,52
46,34
302,374
90,83
22,159
56,22
18,37
52,16
15,37
50,145
217,39
318,122
55,48
38,57
108,27
145,48
27,15
83,58
286,113
14,54
260,489
64,18
21,41
78,138
56,293
107,50
13,316
24,90
132,85
45,158
160,228
39,85
23,104
44,273
47,34
38,113
45,43
36,22
6,53
56,115
63,41
54,118
44,148
61,116
50,48
116,123
477,396
27,39
73,42
24,58
198,73
12,99
2,112
129,12
51,16
18,112
30,201
69,184
15,46
42,64
166,136
18,36
77,53
19,32
57,95
148,49
26,215
68,111
150,47
161,231
162,78
14,33
30,35
49,40
40,38
57,457
106,80
32,135
96,63
98,86
104,41
141,58
128,70
40,137
70,69
138,17
58,87
33,108
68,37
447,384
40,13
124,166
34,138
29,133
56,33
130,384
38,91
30,32
1,16
68,60
48,72
121,42
10,59
345,112
29,41
14,33
28,73
41,234
9,35
55,156
29,54
102,37
97,382
86,22
71,19
28,215
27,60
2,49
52,40
165,70
81,83
18,66
42,385
125,280
74,63
73,89
22,221
85,94
5,62
50,49
83,115
185,27
75,20
98,15
29,151
109,20
78,218
14,41
85,31
36,36
65,86
136,81
27,83
39,300
223,31
60,120
101,66
48,125
287,33
2,266
55,18
135,208
34,29
49,36
55,110
29,28
210,28
185,62
208,96
29,22
45,186
53,31
130,73
80,136
191,105
24,58
108,42
229,234
48,198
104,64
73,401
25,45
12,49
24,47
159,59
64,61
160,318
142,99
94,135
26,125
386,60
25,18
5,110
8,37
222,60
155,34
48,65
57,118
176,80
52,107
29,139
48,56
95,42
21,332
5,20
16,86
6,54
74,36
74,240
71,35
25,97
53,151
2,29
92,155
94,39
72,32
161,57
27,53
71,29
0,220
26,62
167,60
112,5
50,57
195,489
64,40
26,48
51,60
45,57
113,71
115,139
125,20
16,45
52,40
71,108
127,78
73,75
264,162
54,76
105,32
59,137
21,71
185,59
14,49
73,19
143,102
68,272
95,42
35,141
104,52
24,188
140,73
39,38
15,50
32,131
12,65
37,85
208,60
49,7
128,149
375,52
295,137
87,252
20,125
55,60
198,51
37,47
83,33
176,50
7,44
104,38
147,20
246,37
82,112
32,25
64,114
54,22
116,47
40,65
97,31
77,139
54,85
30,93
103,276
107,223
176,20
30,20
102,188
10,160
28,73
425,96
70,87
162,40
80,33
8,166
252,71
72,30
100,312
37,226
53,396
5,52
158,23
85,23
56,171
99,152
22,75
81,55
100,15
185,23
263,70
21,137
32,173
287,457
50,186
18,11
79,36
32,68
54,111
183,82
149,50
45,36
158,27
27,343
28,489
12,55
30,16
34,33
97,41
190,66
58,119
384,99
58,13
160,79
15,77
73,41
161,118
115,155
27,50
37,27
35,75
5,5
25,60
20,318
66,62
33,34
90,5
16,119
104,78
53,33
18,62
22,31
181,158
97,21
97,31
25,72
32,53
146,63
84,76
216,62
13,119
52,40
43,35
5,38
22,105
35,435
47,87
190,212
56,22
43,47
141,123
45,313
8,58
10,68
10,39
106,53
290,24
30,100
108,435
31,193
5,107
37,272
46,31
47,31
45,21
190,52
160,120
33,60
55,48
38,64
320,210
52,135
21,83
26,8
40,5
16,34
85,0
126,66
3,146
31,45
63,84
105,157
1,70
114,122
44,32
119,172
26,125
56,15
60,117
185,57
364,29
141,81
89,33
287,73
14,46
165,125
35,138
52,34
92,52
106,100
5,51
38,46
194,94
42,31
17,39
48,113
113,23
74,26
23,64
43,76
89,29
44,487
111,30
71,221
60,52
21,66
85,26
28,45
176,61
308,116
108,332
80,50
25,237
20,109
75,44
148,29
121,78
132,74
121,237
104,165
34,49
53,59
80,77
76,159
66,31
114,47
63,11
383,75
314,9
233,119
47,51
50,86
43,40
56,128
84,116
59,46
160,166
116,37
85,31
62,119
41,37
216,116
18,23
76,40
19,106
115,39
14,84
8,21
72,40
73,88
51,31
43,96
7,30
37,294
22,321
106,63
60,31
114,21
291,108
2,54
56,88
73,114
29,138
38,40
24,22
39,201
306,18
64,34
71,31
48,186
146,26
34,50
161,65
40,454
5,8
293,307
44,82
330,42
49,394
30,343
65,123
101,38
314,45
81,143
264,47
21,17
304,17
115,111
187,113
376,95
24,164
64,20
21,40
7,54
50,112
37,103
24,65
34,72
17,21
2,40
255,85
148,105
113,54
9,454
37,36
167,205
35,125
89,337
32,32
34,26
60,52
62,139
55,35
128,116
167,178
191,294
161,22
35,85
37,241
141,64
479,5
364,179
246,51
43,82
16,355
152,48
30,68
104,52
131,106
43,30
180,103
54,51
90,74
161,38
5,37
33,454
93,91
106,79
90,10
25,19
264,136
36,215
30,50
192,62
40,25
71,246
27,37
21,123
57,89
489,28
75,50
258,33
32,23
51,39
10,75
33,97
69,23
44,160
116,19
78,83
437,67
48,107
71,62
192,22
80,374
47,93
150,96
45,123
41,78
98,29
145,32
280,225
333,113
143,41
57,57
62,114
80,5
35,64
18,84
81,26
10,99
305,134
59,19
63,96
5,202
173,16
297,43
64,232
224,200
160,72
115,23
262,139
106,207
109,83
92,54
24,67
82,107
71,83
206,92
28,79
123,41
16,109
109,81
21,32
17,56
263,227
72,112
43,82
239,45
323,118
48,94
39,78
27,93
178,68
56,249
73,52
136,66
40,85
76,67
68,62
364,124
27,337
45,50
42,40
45,78
7,146
134,207
140,71
4,189
262,90
299,340
53,96
61,56
51,226
208,46
48,40
8,168
148,70
9,27
10,119
57,41
114,51
83,12
222,20
444,68
11,146
149,55
13,31
163,240
262,73
107,72
64,73
50,139
72,123
48,55
147,36
86,31
39,27
19,19
9,29
97,127
60,165
129,343
74,34
42,74
126,64
37,31
23,47
425,43
22,62
77,28
37,116
34,179
40,23
50,54
48,45
37,414
23,83
61,34
4,21
33,36
47,43
293,25
137,78
177,45
32,33
25,207
40,43
12,378
21,68
5,29
333,118
34,15
128,90
25,30
304,96
53,289
60,36
7,39
38,88
40,447
25,80
51,60
106,78
22,35
5,57
46,102
18,56
57,119
114,34
70,23
55,57
141,32
101,74
87,42
11,99
205,49
106,32
56,201
73,46
69,220
42,214
37,42
1,92
174,10
89,166
130,59
56,499
262,98
64,75
8,24
101,29
140,31
68,18
30,46
28,119
158,94
48,206
59,61
68,38
24,57
40,8
27,78
21,136
69,66
38,27
144,38
65,54
52,97
20,68
167,189
57,105
119,29
142,53
98,20
47,135
91,85
21,304
32,177
78,200
36,46
12,32
27,54
107,184
68,154
46,360
83,78
53,96
226,39
43,30
106,22
94,3
106,130
40,40
45,55
49,18
107,73
191,41
30,40
90,76
223,58
291,39
19,21
13,78
54,196
279,63
35,68
76,80
138,63
30,15
52,138
33,186
83,95
216,97
49,93
105,181
2,172
270,46
23,74
60,177
148,103
14,69
49,330
21,135
12,62
162,58
43,41
35,61
220,46
36,92
17,101
162,18
400,37
400,54
27,70
36,61
85,118
167,33
156,303
112,74
291,75
115,34
20,75
45,125
42,30
124,72
15,21
0,49
136,249
130,31
14,116
20,159
9,119
56,5
36,42
38,123
163,54
34,107
10,59
61,130
22,249
27,99
79,44
158,22
260,38
70,44
33,137
103,97
32,33
3,62
108,150
80,70
34,89
303,34
56,60
140,44
49,73
52,78
72,205
131,51
119,50
178,38
39,387
91,38
107,20
270,115
148,116
73,44
7,41
149,29
10,50
320,73
65,78
53,201
136,103
7,30
73,84
57,24
107,162
32,66
56,136
168,61
17,58
50,39
89,196
264,110
66,31
41,51
32,36
302,70
52,30
84,81
150,151
13,51
23,48
150,76
208,66
23,68
1,26
55,184
215,76
15,50
8,96
60,50
69,34
78,44
21,8
25,160
68,125
10,379
86,150
17,147
4,47
60,99
11,93
31,44
35,42
1,131
44,30
74,72
84,56
124,49
31,313
103,94
23,87
135,92
260,31
110,62
35,39
128,65
53,84
287,33
12,29
37,38
48,18
49,78
7,80
37,37
36,30
7,22
31,48
37,50
176,202
14,59
48,46
24,45
106,83
174,81
59,198
374,17
109,66
422,64
63,208
37,218
33,75
160,158
143,20
89,26
121,80
50,73
36,108
108,29
46,136
126,62
78,87
25,27
64,39
109,80
56,11
80,32
33,31
25,205
377,68
57,61
68,29
27,62
231,131
89,156
60,20
32,113
18,146
73,37
80,173
58,119
12,77
74,34
125,307
71,43
20,186
5,26
263,20
10,57
56,50
112,55
163,63
12,33
198,304
141,38
86,208
312,27
60,68
110,81
306,31
87,58
94,234
101,33
188,243
188,374
84,55
145,48
35,8
295,65
58,36
41,98
57,68
59,83
26,24
31,34
72,111
52,120
64,106
3,151
107,61
26,36
6,6
231,99
416,76
156,27
52,62
72,27
56,28
109,26
196,88
36,60
55,11
69,184
104,93
9,136
32,64
95,34
89,39
91,54
216,95
32,37
38,57
56,74
86,65
98,330
19,18
215,24
438,49
56,108
60,38
56,31
26,67
327,11
33,63
58,73
50,189
65,60
77,59
19,340
78,50
4,58
97,266
29,59
31,83
295,95
53,47
38,252
218,99
138,77
71,29
95,312
28,52
198,120
150,68
215,206
48,112
191,35
74,33
19,70
75,58
125,27
44,70
312,38
38,64
26,31
103,23
103,61
21,75
68,147
49,45
73,303
145,32
125,44
358,52
21,21
57,48
64,53
45,111
14,112
31,11
60,43
105,58
47,54
163,111
299,26
45,12
22,82
58,29
82,50
17,332
26,46
83,15
2,56
12,65
23,29
83,29
136,50
125,55
89,52
97,151
177,375
64,49
44,8
136,172
13,27
71,16
47,123
40,66
294,29
84,51
45,87
306,39
104,55
129,38
26,80
91,114
104,82
108,72
29,45
60,321
50,136
188,144
50,194
64,343
79,57
377,5
22,32
26,120
11,67
23,46
2,138
65,145
12,85
64,432
70,79
169,95
42,113
5,45
34,35
40,66
167,19
86,313
312,375
65,117
391,62
477,70
36,33
21,58
48,43
26,36
98,324
12,177
7,29
114,74
23,195
88,49
137,303
78,104
215,68
182,70
148,68
41,115
34,90
13,159
52,316
50,20
40,41
85,85
416,169
195,271
62,71
33,23
51,50
134,416
202,432
48,82
28,330
154,47
5,17
47,119
56,16
32,49
52,116
104,8
98,5
80,76
42,46
260,47
55,362
98,94
22,66
27,52
108,42
42,57
96,45
69,189
117,88
104,96
94,110
291,68
37,97
64,337
42,27
56,192
52,195
50,61
18,140
17,81
15,134
88,337
73,82
42,46
10,41
114,23
68,28
128,52
67,130
161,35
25,144
23,194
8,112
83,65
77,23
90,352
97,385
36,26
333,65
60,62
65,61
23,70
59,202
87,22
81,218
5,46
63,20
8,60
141,65
404,65
223,106
51,202
53,200
20,70
43,46
151,197
15,304
67,66
102,27
32,85
34,36
55,45
7,108
104,84
19,66
39,73
37,56
72,90
51,111
129,49
82,386
60,169
138,62
10,129
220,44
47,216
40,25
31,30
87,223
7,31
62,28
86,110
86,32
63,128
31,108
5,90
161,39
279,122
124,136
46,16
87,114
33,81
27,12
89,122
12,33
33,73
364,40
107,15
43,202
29,91
5,34
34,157
40,57
91,37
136,294
97,54
53,113
165,290
260,256
45,416
74,60
25,273
63,106
32,8
97,57
28,11
372,24
88,166
93,47
86,23
47,95
12,56
93,138
319,118
94,62
51,393
215,56
65,50
62,20
104,13
26,144
8,60
92,60
89,51
87,208
27,0
447,60
73,15
83,22
141,15
10,113
55,151
33,146
27,3
83,76
264,40
127,228
73,8
84,47
23,104
68,32
104,52
208,64
134,140
160,157
45,75
29,145
31,3
3,86
62,51
105,41
101,23
30,48
29,69
352,161
58,15
2,33
444,333
233,88
74,100
137,53
65,52
27,134
125,55
123,107
162,220
36,63
53,78
21,15
171,96
86,29
63,67
19,87
27,81
56,87
108,32
174,155
63,69
202,232
1,57
68,176
191,2
129,50
35,28
26,61
161,70
214,296
140,55
87,94
75,394
20,100
20,100
51,92
42,77
21,362
286,52
128,27
62,80
36,272
386,387
10,330
100,64
40,114
18,40
15,328
57,18
68,38
56,65
320,432
31,65
74,224
194,146
16,29
25,62
0,65
11,31
86,151
156,37
48,85
345,218
21,52
127,66
294,70
40,157
270,143
19,39
87,49
81,39
68,201
34,123
33,51
40,56
14,6
223,67
52,78
147,205
48,92
36,410
11,52
89,45
87,63
144,30
27,57
59,90
26,22
40,32
26,86
35,184
61,98
161,307
141,15
39,109
61,73
31,20
40,92
26,20
36,42
49,38
26,26
126,5
127,241
114,8
91,22
81,113
51,32
35,220
183,70
202,352
38,34
51,13
125,58
17,137
74,73
50,51
61,39
110,96
89,114
50,124
38,236
162,22
156,151
18,89
33,205
306,74
29,305
113,386
11,57
2,56
6,59
124,173
32,303
176,56
47,36
55,57
73,34
51,41
47,205
43,57
43,118
19,197
141,204
87,36
49,36
16,56
222,20
56,0
10,42
110,25
368,111
10,115
447,32
8,19
35,75
261,31
35,33
62,87
26,46
39,231
198,226
43,52
4,33
186,210
65,233
42,85
108,52
32,91
41,80
16,91
192,8
40,26
124,116
190,61
10,78
68,111
261,37
55,23
44,107
149,140
65,322
0,26
52,487
43,112
56,112
108,268
8,43
21,38
27,90
171,58
30,106
27,41
56,87
52,153
149,241
37,343
114,21
12,128
62,104
27,17
10,118
125,106
29,249
39,123
22,75
5,393
29,62
110,51
67,13
0,26
105,94
136,23
173,151
202,116
90,72
416,93
41,303
50,40
46,73
18,126
138,138
35,32
8,64
64,208
104,133
223,374
44,36
15,125
191,266
368,77
28,113
73,172
73,75
364,38
303,50
73,99
38,107
5,15
61,36
124,118
21,215
60,55
69,38
293,47
96,27
97,201
107,70
36,113
294,52
87,340
99,249
134,78
32,38
81,315
194,84
15,56
97,55
41,95
15,83
46,96
74,21
7,49
75,104
70,78
308,131
58,15
107,39
39,130
18,57
52,117
22,21
101,70
10,82
37,54
115,343
46,30
155,136
77,66
69,62
76,52
86,27
102,59
25,40
76,144
358,21
40,34
31,87
27,81
26,73
74,27
93,75
90,29
10,113
42,46
12,232
40,57
75,44
104,37
305,173
231,27
63,61
27,65
56,41
29,396
63,107
52,280
12,2
0,37
364,40
89,39
70,63
10,83
90,280
185,352
29,108
100,10
74,249
22,70
147,70
41,57
191,75
22,106
215,382
3,360
70,59
69,29
24,51
76,37
70,5
51,66
30,29
65,300
220,78
51,46
25,82
126,45
63,118
45,212
113,56
161,134
214,201
24,62
22,215
89,96
26,65
56,61
86,44
121,27
216,81
59,37
66,50
18,48
147,69
25,48
32,153
84,74
91,10
116,21
32,98
58,352
50,426
283,23
96,81
71,36
49,177
94,119
12,153
134,29
22,59
91,93
20,28
65,32
30,78
71,218
14,63
23,59
5,46
54,44
49,25
96,54
93,11
106,177
20,31
17,31
56,87
28,20
46,55
115,37
97,140
36,108
51,34
12,93
42,50
36,138
190,26
260,42
56,68
83,76
37,45
99,57
100,125
1,10
226,78
10,73
35,77
22,62
30,31
75,215
36,39
75,60
33,67
1,274
17,394
72,210
27,31
113,40
53,352
42,62
62,50
46,230
294,112
27,426
136,20
36,27
10,112
176,95
86,35
8,52
56,65
29,137
211,56
82,68
163,186
36,67
9,37
48,57
177,20
142,50
77,393
49,205
73,29
63,47
74,8
47,33
32,36
50,193
54,90
64,38
8,146
22,123
264,69
80,88
171,41
89,92
45,88
84,69
33,22
53,59
35,205
242,38
96,36
89,39
177,206
72,31
10,67
10,36
105,48
43,93
97,300
447,32
38,70
42,151
14,34
30,71
262,32
101,35
11,56
24,39
103,37
47,72
39,274
5,110
36,115
31,82
114,64
43,171
15,56
101,36
46,136
220,78
20,46
479,396
178,65
198,62
444,125
93,68
12,75
129,91
383,143
37,119
63,23
39,29
174,35
51,149
31,48
36,200
54,66
86,25
200,59
114,63
305,234
17,63
53,191
19,113
5,193
14,32
156,50
45,42
46,249
374,26
206,145
10,45
95,368
180,337
47,166
47,186
96,17
114,15
45,24
29,85
108,22
71,145
162,114
32,40
25,48
2,184
52,176
365,20
25,26
50,20
133,28
10,271
22,191
56,49
47,116
59,138
141,83
135,32
75,30
25,10
106,82
143,70
295,101
26,33
229,79
364,47
48,41
18,122
293,37
51,28
115,151
89,21
215,61
48,81
8,28
24,20
147,106
96,93
81,53
119,58
181,34
61,137
43,38
290,24
35,178
30,75
190,74
43,321
35,57
284,93
86,38
37,61
29,307
13,62
127,27
7,82
10,105
22,126
15,96
33,39
54,105
45,99
125,18
11,44
78,40
422,158
35,256
50,47
302,101
85,63
58,37
54,23
12,266
4,55
15,45
51,401
106,355
102,76
190,81
19,131
216,374
71,22
36,116
31,40
438,74
17,29
40,38
30,29
25,301
22,45
422,119
101,63
19,32
49,45
30,22
14,58
43,32
114,72
14,73
52,27
39,45
107,149
98,139
68,10
71,60
113,53
261,221
62,45
226,184
125,35
50,28
135,49
70,40
16,162
36,29
24,6
425,454
108,176
38,117
38,83
32,112
39,40
10,100
72,97
47,79
136,35
35,66
12,29
9,46
286,21
39,110
54,28
107,178
97,73
63,62
210,48
52,52
74,84
35,26
70,84
90,76
242,70
53,123
119,124
37,75
32,29
384,43
76,149
81,41
45,39
52,172
161,140
6,116
145,105
55,74
34,20
24,21
128,50
242,69
84,39
74,75
36,161
37,34
17,65
36,37
37,127
447,34
65,49
47,310
48,42
131,82
19,75
2,62
55,63
65,65
375,85
25,42
31,32
69,60
14,170
122,181
56,208
42,84
83,53
77,2
148,151
21,15
191,62
29,52
52,99
32,118
52,119
56,38
239,78
77,86
25,139
49,274
65,57
7,173
21,32
12,337
32,30
55,129
49,128
74,40
149,26
27,256
141,84
43,226
74,21
52,126
72,14
211,45
111,11
66,11
76,60
16,50
156,125
19,43
36,25
33,93
163,63
1,118
97,42
82,44
128,58
98,22
101,32
10,12
33,113
41,53
99,35
113,124
84,15
43,115
33,250
42,60
76,118
129,28
52,159
71,128
107,184
83,80
35,99
65,121
34,6
20,58
39,65
61,141
105,26
8,123
78,39
9,48
115,85
98,44
53,90
239,29
65,139
90,37
179,46
260,45
110,340
59,171
5,324
85,115
242,106
215,40
6,33
137,88
127,107
5,73
31,152
15,19
41,101
24,137
114,81
135,83
127,104
82,101
123,29
89,96
63,37
47,173
73,74
109,31
160,20
311,20
184,158
57,123
57,116
204,81
37,80
206,76
109,43
135,41
85,132
80,11
129,212
266,37
112,53
80,57
102,97
64,61
25,106
384,17
36,140
89,131
177,34
177,218
184,17
300,311
25,93
44,24
115,58
73,343
111,125
18,37
78,166
37,31
374,67
23,127
97,34
231,95
116,35
96,252
182,250
437,201
17,53
33,36
25,31
227,77
41,314
34,29
76,35
27,39
80,40
115,99
37,305
58,114
15,52
72,116
52,322
145,92
327,51
107,35
308,120
318,114
32,122
131,43
31,56
27,27
51,7
18,83
5,362
91,88
55,82
130,85
142,34
31,68
7,37
32,138
63,9
15,34
36,17
5,171
134,64
12,52
327,107
22,70
70,188
87,93
63,31
119,153
96,14
129,110
21,122
55,31
82,169
48,181
311,6
70,352
38,124
130,76
19,318
36,58
64,51
68,103
78,241
88,273
30,72
6,48
314,52
167,20
50,87
106,47
27,22
82,16
21,5
28,46
20,58
162,212
14,69
115,12
62,352
72,75
101,57
218,426
4,20
8,52
48,374
113,300
47,99
91,30
43,77
115,48
49,62
5,49
3,39
160,108
121,65
61,26
208,171
31,46
34,118
26,145
24,46
15,36
444,311
23,31
13,53
76,96
27,82
72,85
156,30
178,84
55,30
52,39
12,56
54,63
50,66
29,218
29,29
10,79
91,17
72,57
66,273
63,243
85,43
171,105
52,169
25,59
4,266
223,90
5,90
167,116
80,17
96,34
82,340
391,21
7,130
350,32
50,97
17,75
107,80
29,94
129,43
62,33
52,33
12,110
38,55
102,177
320,25
12,76
105,22
71,31
43,234
81,66
50,201
60,249
47,50
7,16
65,47
72,54
105,70
10,32
38,45
35,30
236,32
37,355
71,44
78,210
60,432
118,124
95,41
22,112
29,40
116,81
306,147
13,8
127,52
29,324
165,71
7,23
176,70
36,19
68,50
213,42
53,166
21,32
72,426
1,18
230,362
56,9
18,153
32,252
87,21
17,65
78,29
148,128
131,151
12,63
36,136
7,51
66,7
22,231
135,76
22,20
1,32
19,34
36,204
23,78
97,81
109,115
97,196
50,322
154,125
4,67
21,95
52,70
19,21
96,191
72,9
95,58
14,42
287,177
32,135
81,54
124,75
11,153
167,146
49,374
47,125
76,126
110,58
71,47
19,39
352,53
125,75
34,171
61,59
152,72
7,58
1,116
447,62
26,9
128,65
33,265
236,168
41,106
65,114
37,51
94,85
82,146
104,20
52,118
48,78
63,34
63,115
60,44
96,123
86,42
142,20
4,33
113,54
182,50
14,57
24,11
48,41
160,20
32,76
305,108
383,181
102,34
36,316
73,9
73,11
40,57
27,416
40,330
22,45
293,146
160,101
30,76
18,96
64,417
68,168
88,24
50,32
58,160
11,218
177,76
77,46
73,118
42,332
66,70
42,139
104,38
52,65
25,332
8,45
70,18
19,68
30,76
61,26
65,67
10,97
89,170
48,45
70,26
37,119
50,62
29,136
58,62
35,343
31,83
128,61
64,111
32,170
21,77
22,8
61,44
54,85
41,122
113,86
221,39
30,19
50,65
50,37
198,303
76,18
78,13
63,30
97,72
33,117
35,12
167,31
103,72
56,42
72,45
40,68
39,33
41,119
5,133
8,9
23,120
2,31
109,137
214,168
89,144
68,46
84,50
83,26
32,128
67,36
5,189
55,120
22,15
14,114
80,84
75,246
261,34
35,78
125,195
79,123
53,20
17,103
36,130
10,59
42,72
149,10
8,32
477,39
63,74
85,138
39,22
101,10
96,89
52,62
200,20
115,32
84,168
86,42
47,313
90,110
18,100
242,37
68,63
30,12
35,5
58,181
52,77
23,55
7,50
29,52
106,40
69,126
183,44
75,63
20,79
78,148
46,5
56,153
12,75
84,36
89,65
70,67
28,30
52,20
33,176
19,38
108,181
81,88
106,29
320,130
188,145
108,35
55,72
1,93
184,112
43,67
90,70
90,28
68,184
327,37
64,83
4,35
24,44
256,45
65,30
51,64
21,151
40,296
156,8
156,111
26,30
302,60
27,35
59,52
35,125
129,8
50,77
3,65
127,90
40,69
90,16
51,154
39,57
39,73
77,82
42,78
80,54
154,101
36,432
19,218
139,48
29,114
1,56
2,140
50,105
97,62
39,64
182,24
320,83
47,47
181,39
107,32
95,52
19,110
42,65
168,160
16,33
47,34
107,35
19,55
44,93
136,87
4,104
28,93
48,41
44,124
48,12
86,54
30,37
295,55
56,47
60,46
13,140
114,36
11,16
98,97
58,454
83,26
163,49
223,48
49,103
107,136
41,53
84,57
129,62
21,32
119,16
17,70
342,87
143,51
3,189
25,100
40,45
84,26
28,36
345,52
31,62
49,73
0,43
57,79
95,63
11,82
55,70
103,119
38,25
20,68
44,36
88,67
29,70
26,166
312,115
330,114
21,29
31,147
17,175
68,78
31,71
26,200
16,362
73,134
304,164
106,127
29,85
85,83
32,76
