time,scheduled_fight_time,parking,pass,A,B,C,D,E,month,day,year,DateTime,Date,Total
00:00:00,2018-06-11 00:00:00,17.0,26.0,168,98,177,105,10,6,11,2018,2018-06-11 00:00:00,2018-6-11,601.0
00:30:00,2018-06-11 00:30:00,8.0,15.0,124,64,134,50,8,6,11,2018,2018-06-11 00:30:00,2018-6-11,403.0
01:00:00,2018-06-11 01:00:00,13.0,16.0,96,53,116,65,7,6,11,2018,2018-06-11 01:00:00,2018-6-11,366.0
01:30:00,2018-06-11 01:30:00,9.0,22.0,80,45,94,40,5,6,11,2018,2018-06-11 01:30:00,2018-6-11,295.0
02:00:00,2018-06-11 02:00:00,16.0,14.0,58,35,69,31,4,6,11,2018,2018-06-11 02:00:00,2018-6-11,227.0
02:30:00,2018-06-11 02:30:00,42.0,21.0,44,21,49,23,3,6,11,2018,2018-06-11 02:30:00,2018-6-11,203.0
03:00:00,2018-06-11 03:00:00,100.0,17.0,55,29,60,21,3,6,11,2018,2018-06-11 03:00:00,2018-6-11,285.0
03:30:00,2018-06-11 03:30:00,224.0,29.0,110,68,119,61,7,6,11,2018,2018-06-11 03:30:00,2018-6-11,618.0
04:00:00,2018-06-11 04:00:00,365.0,25.0,170,90,166,112,9,6,11,2018,2018-06-11 04:00:00,2018-6-11,937.0
04:30:00,2018-06-11 04:30:00,583.0,39.0,294,151,292,136,18,6,11,2018,2018-06-11 04:30:00,2018-6-11,1513.0
05:00:00,2018-06-11 05:00:00,740.0,49.0,369,211,445,167,24,6,11,2018,2018-06-11 05:00:00,2018-6-11,2005.0
05:30:00,2018-06-11 05:30:00,1115.0,54.0,562,284,596,355,31,6,11,2018,2018-06-11 05:30:00,2018-6-11,2997.0
06:00:00,2018-06-11 06:00:00,754.0,79.0,443,255,495,265,33,6,11,2018,2018-06-11 06:00:00,2018-6-11,2324.0
06:30:00,2018-06-11 06:30:00,643.0,166.0,308,172,352,173,21,6,11,2018,2018-06-11 06:30:00,2018-6-11,1835.0
07:00:00,2018-06-11 07:00:00,839.0,250.0,385,218,468,207,28,6,11,2018,2018-06-11 07:00:00,2018-6-11,2395.0
07:30:00,2018-06-11 07:30:00,805.0,421.0,452,245,535,180,31,6,11,2018,2018-06-11 07:30:00,2018-6-11,2669.0
08:00:00,2018-06-11 08:00:00,644.0,289.0,479,267,458,260,28,6,11,2018,2018-06-11 08:00:00,2018-6-11,2425.0
