,Arrive_A_people,Arrive_B_people,Arrive_C_people,Arrive_D_people,Arrive_E_people,Depart_A_people,Depart_B_people,Depart_C_people,Depart_D_people,Depart_E_people,Depart_total,Arrival_total,pass_thru,Total
0,70,39,82,38,5,70,41,82,38,7,238,234,16.0,472
1,48,27,53,27,7,50,27,55,27,7,166,162,17.0,328
2,24,15,31,15,3,24,17,31,17,5,94,88,18.0,182
3,14,9,19,9,2,15,9,19,9,2,54,53,8.0,107
4,15,10,19,9,3,15,12,19,9,3,58,56,7.0,114
5,21,14,21,15,5,21,15,21,17,7,81,76,12.0,157
6,44,32,51,29,15,46,32,51,31,15,175,171,11.0,346
7,97,68,106,73,38,97,70,108,73,38,386,382,15.0,768
8,167,114,186,120,62,169,114,188,121,63,655,649,25.0,1304
9,246,179,272,178,101,248,179,272,178,103,980,976,42.0,1956
10,290,217,325,202,103,292,217,325,202,104,1140,1137,55.0,2277
11,388,296,458,294,150,390,296,458,294,152,1590,1586,82.0,3176
12,282,196,299,185,97,282,196,301,185,99,1063,1059,76.0,2122
13,215,159,234,159,87,217,159,236,161,87,860,854,204.0,1714
14,335,249,345,226,133,337,249,347,227,133,1293,1288,264.0,2581
15,337,227,350,239,125,338,227,350,241,126,1282,1278,338.0,2560
16,326,217,347,205,97,326,217,349,207,99,1198,1192,309.0,2390
17,342,217,367,186,84,342,217,369,188,84,1200,1196,253.0,2396
18,408,277,408,253,103,410,277,408,253,104,1452,1449,155.0,2901
19,378,234,441,239,79,379,234,443,239,79,1374,1371,103.0,2745
20,352,217,381,214,72,352,217,381,214,72,1236,1236,95.0,2472
21,372,217,378,186,75,374,217,378,186,75,1230,1228,106.0,2458
22,371,222,413,217,70,371,224,415,219,72,1301,1293,93.0,2594
23,337,222,395,195,72,337,222,395,196,73,1223,1221,116.0,2444
24,338,207,367,215,80,340,208,369,217,80,1214,1207,103.0,2421
25,357,219,378,205,87,359,219,379,205,87,1249,1246,138.0,2495
26,393,237,417,251,89,393,237,417,253,91,1391,1387,131.0,2778
27,384,248,441,268,84,386,249,443,270,84,1432,1425,85.0,2857
28,323,195,352,200,55,323,196,352,202,56,1129,1125,98.0,2254
29,328,205,381,231,70,328,205,383,231,70,1217,1215,140.0,2432
30,376,236,405,188,67,378,237,405,190,68,1278,1272,121.0,2550
31,366,232,439,212,60,367,234,441,212,62,1316,1309,135.0,2625
32,331,185,378,178,50,331,186,379,179,50,1125,1122,230.0,2247
33,361,231,419,226,55,361,232,419,226,56,1294,1292,310.0,2586
34,378,212,425,217,55,379,212,425,219,55,1290,1287,387.0,2577
35,338,198,371,183,39,340,198,371,183,39,1131,1129,312.0,2260
36,289,162,313,174,32,289,162,314,174,34,973,970,178.0,1943
37,299,173,333,132,36,301,174,335,132,36,978,973,123.0,1951
38,326,183,364,193,38,326,183,364,195,38,1106,1104,74.0,2210
39,253,144,287,183,29,255,144,287,183,29,898,896,70.0,1794
40,237,132,249,94,27,237,132,249,94,29,741,739,65.0,1480
41,214,135,256,125,26,214,135,258,125,26,758,756,64.0,1514
42,306,169,325,167,32,306,171,325,167,32,1001,999,77.0,2000
43,260,128,284,128,24,260,128,285,130,26,829,824,121.0,1653
44,173,94,191,94,14,173,96,191,94,14,568,566,129.0,1134
45,137,72,150,65,15,137,73,150,67,17,444,439,65.0,883
46,142,82,154,79,14,142,82,154,80,14,472,471,46.0,943
47,116,68,133,70,10,118,70,135,72,12,407,397,35.0,804
