,Arrive_A_people,Arrive_B_people,Arrive_C_people,Arrive_D_people,Arrive_E_people,Depart_A_people,Depart_B_people,Depart_C_people,Depart_D_people,Depart_E_people,Depart_total,Arrival_total,pass_thru,Total
0,92,55,106,50,7,94,55,106,51,7,313,310,25.0,623
1,36,21,44,21,5,38,22,44,21,5,130,127,23.0,257
2,15,10,19,9,2,17,10,21,9,3,60,55,11.0,115
3,15,9,17,9,2,17,9,17,10,3,56,52,14.0,108
4,17,9,17,9,2,19,10,19,9,3,60,54,8.0,114
5,21,15,22,12,3,22,17,24,14,5,82,73,6.0,155
6,39,27,43,27,14,39,27,44,27,14,151,150,8.0,301
7,79,55,92,55,26,79,56,94,55,27,311,307,13.0,618
8,155,101,176,85,50,157,101,178,87,50,573,567,20.0,1140
9,208,132,222,137,65,210,133,224,137,67,771,764,26.0,1535
10,181,123,217,114,50,183,125,217,116,50,691,685,25.0,1376
11,227,162,258,147,63,227,164,258,147,65,861,857,28.0,1718
12,166,92,178,106,38,167,94,179,108,38,586,580,34.0,1166
13,135,92,162,75,34,135,92,164,77,36,504,498,37.0,1002
14,183,118,210,109,44,185,118,210,111,44,668,664,49.0,1332
15,193,130,220,142,53,195,130,220,142,53,740,738,67.0,1478
16,169,113,191,114,43,171,113,191,116,44,635,630,73.0,1265
17,208,121,219,111,43,208,123,220,113,43,707,702,62.0,1409
18,229,145,278,135,41,231,147,280,135,41,834,828,71.0,1662
19,234,133,248,114,36,234,133,249,114,36,766,765,87.0,1531
20,183,92,190,108,26,185,92,191,109,26,603,599,77.0,1202
21,171,109,191,116,29,171,109,191,118,29,618,616,83.0,1234
22,179,101,190,109,31,181,103,190,109,31,614,610,89.0,1224
23,174,104,195,104,36,174,106,195,106,38,619,613,96.0,1232
24,176,106,183,106,32,176,108,185,106,34,609,603,106.0,1212
25,203,125,227,125,43,203,126,229,125,44,727,723,96.0,1450
26,232,147,263,120,41,234,147,263,120,43,807,803,123.0,1610
27,212,149,261,132,43,212,150,263,132,44,801,797,131.0,1598
28,229,133,237,97,34,229,135,237,97,34,732,730,98.0,1462
29,167,99,198,103,29,167,101,200,103,31,602,596,98.0,1198
30,185,111,191,103,27,186,113,193,104,27,623,617,78.0,1240
31,186,114,208,109,27,188,114,208,111,29,650,644,103.0,1294
32,174,111,215,128,21,174,111,215,130,22,652,649,112.0,1301
33,164,111,178,97,22,166,111,178,99,22,576,572,96.0,1148
34,179,104,208,114,24,181,106,208,116,24,635,629,99.0,1264
35,202,96,196,101,19,202,97,196,103,19,617,614,102.0,1231
36,135,75,161,73,15,137,75,161,75,15,463,459,90.0,922
37,144,73,152,75,14,145,75,152,77,14,463,458,94.0,921
38,161,96,200,87,21,162,96,202,89,22,571,565,80.0,1136
39,166,92,176,99,17,167,94,176,101,19,557,550,81.0,1107
40,125,72,118,58,14,125,73,120,60,15,393,387,52.0,780
41,154,87,161,94,21,155,87,161,94,21,518,517,53.0,1035
42,198,118,226,121,21,200,120,227,123,22,692,684,48.0,1376
43,137,72,150,79,15,138,73,150,80,15,456,453,51.0,909
44,111,67,126,65,12,113,67,126,67,12,385,381,51.0,766
45,101,62,116,63,10,101,62,118,63,12,356,352,40.0,708
46,85,50,91,44,7,87,51,91,44,9,282,277,35.0,559
47,84,50,97,46,7,85,50,99,46,7,287,284,32.0,571
