time,scheduled_fight_time,parking,pass,A,B,C,D,E,month,day,year,DateTime,Date,Total
00:00:00,2017-10-28 00:00:00,11.0,40.0,109,61,118,68,8,10,28,2017,2017-10-28 00:00:00,2017-10-28,415.0
00:30:00,2017-10-28 00:30:00,7.0,33.0,41,24,48,25,3,10,28,2017,2017-10-28 00:30:00,2017-10-28,181.0
01:00:00,2017-10-28 01:00:00,9.0,12.0,40,21,45,23,2,10,28,2017,2017-10-28 01:00:00,2017-10-28,152.0
01:30:00,2017-10-28 01:30:00,14.0,15.0,23,12,23,10,1,10,28,2017,2017-10-28 01:30:00,2017-10-28,98.0
02:00:00,2017-10-28 02:00:00,12.0,14.0,18,10,22,12,1,10,28,2017,2017-10-28 02:00:00,2017-10-28,89.0
02:30:00,2017-10-28 02:30:00,25.0,16.0,18,10,20,10,1,10,28,2017,2017-10-28 02:30:00,2017-10-28,100.0
03:00:00,2017-10-28 03:00:00,70.0,12.0,21,11,22,11,1,10,28,2017,2017-10-28 03:00:00,2017-10-28,148.0
03:30:00,2017-10-28 03:30:00,136.0,22.0,53,27,58,28,3,10,28,2017,2017-10-28 03:30:00,2017-10-28,327.0
04:00:00,2017-10-28 04:00:00,236.0,25.0,104,56,116,54,8,10,28,2017,2017-10-28 04:00:00,2017-10-28,599.0
04:30:00,2017-10-28 04:30:00,372.0,31.0,181,98,190,96,13,10,28,2017,2017-10-28 04:30:00,2017-10-28,981.0
05:00:00,2017-10-28 05:00:00,375.0,28.0,237,145,267,126,18,10,28,2017,2017-10-28 05:00:00,2017-10-28,1196.0
05:30:00,2017-10-28 05:30:00,500.0,42.0,305,174,323,164,19,10,28,2017,2017-10-28 05:30:00,2017-10-28,1527.0
06:00:00,2017-10-28 06:00:00,289.0,48.0,183,99,217,105,10,10,28,2017,2017-10-28 06:00:00,2017-10-28,951.0
06:30:00,2017-10-28 06:30:00,209.0,46.0,166,74,174,100,11,10,28,2017,2017-10-28 06:30:00,2017-10-28,780.0
