,Arrive_A_people,Arrive_B_people,Arrive_C_people,Arrive_D_people,Arrive_E_people,Depart_A_people,Depart_B_people,Depart_C_people,Depart_D_people,Depart_E_people,Depart_total,Arrival_total,pass_thru,Total
0,260,132,263,167,17,261,133,265,169,19,847,839,30.0,1686
1,144,85,161,82,10,145,85,161,82,12,485,482,36.0,967
2,109,58,114,53,9,109,60,116,53,9,347,343,27.0,690
3,82,43,97,55,7,82,43,97,56,9,287,284,18.0,571
4,50,26,53,21,5,51,27,53,21,7,159,155,15.0,314
5,50,32,55,34,7,50,32,55,36,9,182,178,20.0,360
6,58,39,65,39,21,60,41,67,41,21,230,222,31.0,452
7,133,92,137,92,43,133,92,138,92,43,498,497,29.0,995
8,191,135,207,125,62,191,135,208,126,63,723,720,25.0,1443
9,275,183,299,167,89,275,185,301,167,91,1019,1013,29.0,2032
10,371,232,417,261,108,372,232,419,261,109,1393,1389,55.0,2782
11,490,314,495,289,133,490,314,497,290,133,1724,1721,75.0,3445
12,391,244,396,232,106,393,244,398,232,106,1373,1369,67.0,2742
13,323,219,347,226,94,323,219,349,227,96,1214,1209,152.0,2423
14,436,268,485,275,120,436,268,487,275,120,1586,1584,172.0,3170
15,449,277,468,249,106,451,278,470,251,106,1556,1549,261.0,3105
16,405,248,443,241,84,407,248,443,241,84,1423,1421,225.0,2844
17,402,249,507,258,89,402,251,509,258,91,1511,1505,171.0,3016
18,499,294,574,260,94,501,294,576,260,94,1725,1721,119.0,3446
19,419,260,473,232,75,420,260,473,232,75,1460,1459,94.0,2919
20,390,220,424,210,65,391,220,424,212,65,1312,1309,91.0,2621
21,405,246,470,260,75,405,248,472,260,75,1460,1456,121.0,2916
22,461,277,513,275,77,463,277,513,275,77,1605,1603,113.0,3208
23,398,246,465,248,68,400,246,465,248,70,1429,1425,100.0,2854
24,376,239,429,227,73,376,241,431,227,75,1350,1344,107.0,2694
25,398,260,509,246,89,400,260,511,248,89,1508,1502,111.0,3010
26,487,313,511,284,94,489,314,511,284,96,1694,1689,125.0,3383
27,487,294,521,318,96,487,294,521,319,96,1717,1716,117.0,3433
28,458,244,473,273,77,458,246,475,273,77,1529,1525,81.0,3054
29,436,290,492,273,84,437,292,492,273,84,1578,1575,117.0,3153
30,495,267,530,261,79,497,267,531,263,80,1638,1632,144.0,3270
31,458,278,506,314,70,458,278,506,316,72,1630,1626,171.0,3256
32,463,272,513,251,65,463,273,514,251,65,1566,1564,241.0,3130
33,478,296,516,270,85,478,296,516,272,87,1649,1645,311.0,3294
34,456,294,554,277,79,456,296,554,278,80,1664,1660,327.0,3324
35,502,277,492,263,62,502,277,494,265,63,1601,1596,264.0,3197
36,388,232,453,217,51,390,234,453,219,51,1347,1341,111.0,2688
37,355,214,454,222,58,355,215,454,222,60,1306,1303,111.0,2609
38,424,234,482,268,48,425,234,484,270,48,1461,1456,95.0,2917
39,369,220,388,207,38,369,220,388,207,38,1222,1222,53.0,2444
40,319,188,321,155,43,321,190,321,157,43,1032,1026,43.0,2058
41,304,210,376,188,41,306,210,378,190,41,1125,1119,74.0,2244
42,374,227,436,200,44,374,227,437,202,44,1284,1281,86.0,2565
43,311,200,378,140,34,311,202,379,140,36,1068,1063,76.0,2131
44,275,138,306,152,21,275,138,306,152,22,893,892,93.0,1785
45,215,103,243,108,21,215,104,243,109,21,692,690,57.0,1382
46,196,114,220,84,19,196,114,220,85,19,634,633,42.0,1267
47,162,104,193,101,12,162,106,193,101,12,574,572,47.0,1146
