,Arrive_A_people,Arrive_B_people,Arrive_C_people,Arrive_D_people,Arrive_E_people,Depart_A_people,Depart_B_people,Depart_C_people,Depart_D_people,Depart_E_people,Depart_total,Arrival_total,pass_thru,Total
0,103,55,103,62,9,104,55,103,63,9,334,332,42.0,666
1,60,31,62,32,3,60,32,62,34,5,193,188,33.0,381
2,19,9,17,9,2,19,10,17,10,2,58,56,29.0,114
3,19,14,21,9,0,19,14,22,9,2,66,63,25.0,129
4,24,15,26,15,5,26,15,27,15,5,88,85,24.0,173
5,27,17,29,19,9,29,17,29,21,9,105,101,18.0,206
6,41,29,44,29,14,43,29,46,31,14,163,157,28.0,320
7,97,70,111,75,36,99,70,111,75,38,393,389,36.0,782
8,171,118,179,111,60,173,118,179,113,60,643,639,38.0,1282
9,251,188,282,154,91,251,190,284,154,91,970,966,49.0,1936
10,297,191,306,193,82,297,191,306,193,84,1071,1069,67.0,2140
11,371,260,391,241,114,372,261,393,243,116,1385,1377,78.0,2762
12,248,173,260,128,67,248,174,261,128,67,878,876,89.0,1754
13,222,145,234,145,65,222,145,234,145,65,811,811,155.0,1622
14,272,190,292,166,77,272,190,294,166,77,999,997,166.0,1996
15,299,183,321,188,84,299,183,321,188,84,1075,1075,205.0,2150
16,272,169,318,167,62,272,169,318,167,63,989,988,188.0,1977
17,296,193,328,193,68,297,193,330,193,68,1081,1078,169.0,2159
18,355,214,352,210,67,355,215,354,212,67,1203,1198,140.0,2401
19,364,210,393,224,62,364,212,395,226,62,1259,1253,145.0,2512
20,323,190,337,178,58,323,191,338,178,60,1090,1086,149.0,2176
21,338,219,386,188,63,340,220,386,188,65,1199,1194,140.0,2393
22,354,226,388,234,62,354,226,390,234,62,1266,1264,159.0,2530
23,309,193,350,198,55,309,195,352,200,56,1112,1105,175.0,2217
24,302,185,333,152,55,302,186,333,152,55,1028,1027,166.0,2055
25,326,191,357,183,65,328,191,357,183,65,1124,1122,161.0,2246
26,362,236,386,270,72,362,236,386,270,72,1326,1326,173.0,2652
27,347,227,410,226,63,347,227,412,226,65,1277,1273,161.0,2550
28,350,229,425,237,53,350,231,427,237,55,1300,1294,154.0,2594
29,352,222,381,186,56,352,224,383,186,58,1203,1197,162.0,2400
30,379,231,453,231,62,379,232,453,231,63,1358,1356,169.0,2714
31,417,270,480,234,62,417,272,482,236,62,1469,1463,268.0,2932
32,384,251,460,208,62,384,251,460,208,62,1365,1365,378.0,2730
33,408,263,456,219,60,410,263,458,219,60,1410,1406,355.0,2816
34,379,220,413,251,60,379,220,413,251,62,1325,1323,396.0,2648
35,347,210,432,219,46,347,212,434,219,48,1260,1254,299.0,2514
36,297,190,343,171,39,299,191,343,173,41,1047,1040,178.0,2087
37,292,152,323,149,38,294,152,323,149,38,956,954,150.0,1910
38,342,203,381,217,44,342,203,383,217,44,1189,1187,143.0,2376
39,311,191,359,173,32,313,193,361,174,34,1075,1066,105.0,2141
40,244,132,258,118,24,244,133,260,118,24,779,776,100.0,1555
41,311,195,362,202,31,313,195,362,203,32,1105,1101,89.0,2206
42,333,212,427,188,32,335,212,427,190,32,1196,1192,93.0,2388
43,272,161,316,125,29,272,161,316,126,29,904,903,77.0,1807
44,186,92,191,104,17,186,94,191,106,17,594,590,100.0,1184
45,152,92,179,97,14,152,94,179,97,14,536,534,108.0,1070
46,150,85,176,91,15,152,85,176,91,15,519,517,68.0,1036
47,159,84,190,87,10,161,85,191,87,12,536,530,66.0,1066
