,Arrive_A_people,Arrive_B_people,Arrive_C_people,Arrive_D_people,Arrive_E_people,Depart_A_people,Depart_B_people,Depart_C_people,Depart_D_people,Depart_E_people,Depart_total,Arrival_total,pass_thru,Total
0,132,73,147,63,9,132,73,149,65,10,429,424,31.0,853
1,84,43,91,38,9,84,44,91,38,9,266,265,24.0,531
2,32,17,34,19,3,32,17,34,19,3,105,105,14.0,210
3,15,9,17,9,2,17,10,19,10,2,58,52,11.0,110
4,21,12,22,12,3,22,12,24,14,3,75,70,14.0,145
5,21,15,22,14,5,21,17,24,14,5,81,77,10.0,158
6,44,31,44,29,15,44,31,44,31,15,165,163,9.0,328
7,106,77,111,79,43,106,77,113,80,43,419,416,21.0,835
8,193,138,200,116,65,195,140,202,118,67,722,712,25.0,1434
9,321,234,345,217,118,323,236,347,217,120,1243,1235,55.0,2478
10,417,290,403,289,140,417,290,403,289,142,1541,1539,53.0,3080
11,644,424,687,371,205,644,425,689,372,207,2337,2331,60.0,4668
12,398,265,424,268,123,400,265,424,268,123,1480,1478,90.0,2958
13,294,203,304,215,108,296,205,306,217,108,1132,1124,157.0,2256
14,364,261,402,261,147,364,263,402,263,149,1441,1435,210.0,2876
15,412,306,439,241,144,412,308,439,243,145,1547,1542,326.0,3089
16,378,248,402,237,109,379,249,402,237,111,1378,1374,276.0,2752
17,429,261,456,261,120,429,263,458,261,120,1531,1527,225.0,3058
18,451,308,509,323,133,451,309,509,325,133,1727,1724,149.0,3451
19,465,311,525,318,123,466,313,526,318,125,1748,1742,105.0,3490
20,412,249,482,273,99,413,251,482,273,99,1518,1515,87.0,3033
21,420,278,473,275,113,420,278,475,277,113,1563,1559,114.0,3122
22,396,249,446,258,97,398,251,448,258,99,1454,1446,95.0,2900
23,429,244,419,244,89,429,246,420,246,89,1430,1425,106.0,2855
24,354,234,395,231,87,354,234,396,232,89,1305,1301,96.0,2606
25,383,248,388,265,106,383,248,388,265,108,1392,1390,115.0,2782
26,422,289,466,287,113,422,290,466,289,114,1581,1577,109.0,3158
27,412,272,456,251,99,412,273,458,251,101,1495,1490,97.0,2985
28,362,210,376,196,67,362,210,376,196,67,1211,1211,98.0,2422
29,359,231,408,222,79,361,232,410,224,80,1307,1299,118.0,2606
30,350,227,405,196,77,352,227,405,198,77,1259,1255,142.0,2514
31,376,243,425,219,68,378,244,425,220,68,1335,1331,190.0,2666
32,383,234,403,219,62,384,236,403,220,63,1306,1301,177.0,2607
33,410,239,446,210,65,410,241,448,212,67,1378,1370,274.0,2748
34,410,227,431,265,63,412,229,431,267,65,1404,1396,333.0,2800
35,396,217,400,244,53,396,219,400,246,53,1314,1310,316.0,2624
36,316,179,355,195,39,316,179,357,195,39,1086,1084,201.0,2170
37,296,176,331,190,38,296,176,331,191,39,1033,1031,111.0,2064
38,314,207,362,205,39,314,207,364,205,39,1129,1127,91.0,2256
39,342,208,402,179,38,343,210,402,181,38,1174,1169,80.0,2343
40,256,149,278,162,27,258,150,278,162,29,877,872,70.0,1749
41,326,190,342,135,34,326,191,342,137,36,1032,1027,67.0,2059
42,354,203,393,166,38,355,203,393,167,38,1156,1154,51.0,2310
43,304,183,328,214,31,306,185,330,215,31,1067,1060,38.0,2127
44,243,149,263,125,19,244,150,265,125,21,805,799,35.0,1604
45,195,121,241,118,21,196,121,241,120,22,700,696,33.0,1396
46,186,104,205,84,15,188,104,207,85,15,599,594,32.0,1193
47,149,80,157,85,12,149,82,157,85,12,485,483,23.0,968
