,Arrive_A_people,Arrive_B_people,Arrive_C_people,Arrive_D_people,Arrive_E_people,Depart_A_people,Depart_B_people,Depart_C_people,Depart_D_people,Depart_E_people,Depart_total,Arrival_total,pass_thru,Total
0,67,43,72,38,7,67,44,73,39,7,230,227,15.0,457
1,34,21,39,24,3,36,22,39,24,3,124,121,16.0,245
2,19,10,22,12,2,21,10,24,12,2,69,65,8.0,134
3,12,7,15,5,3,14,9,15,7,3,48,42,8.0,90
4,12,9,14,7,2,14,9,14,9,3,49,44,12.0,93
5,19,14,26,14,5,21,14,26,15,7,83,78,6.0,161
6,38,24,39,24,14,38,26,41,26,14,145,139,16.0,284
7,87,55,87,62,29,87,56,87,62,29,321,320,18.0,641
8,137,94,155,94,51,137,96,157,96,53,539,531,28.0,1070
9,220,157,231,159,91,222,157,231,161,91,862,858,49.0,1720
10,246,171,267,171,85,248,171,268,173,85,945,940,62.0,1885
11,367,265,383,222,135,367,265,384,224,137,1377,1372,88.0,2749
12,260,174,289,162,89,261,174,289,164,89,977,974,81.0,1951
13,203,149,222,144,82,205,149,224,145,84,807,800,158.0,1607
14,290,207,308,198,111,290,207,309,200,113,1119,1114,211.0,2233
15,306,219,326,231,125,308,220,326,231,126,1211,1207,331.0,2418
16,294,193,297,198,85,294,195,297,200,87,1073,1067,354.0,2140
17,308,210,349,212,82,309,210,349,212,82,1162,1161,268.0,2323
18,372,243,417,217,89,374,243,417,219,89,1342,1338,141.0,2680
19,331,222,371,222,73,333,222,371,224,75,1225,1219,104.0,2444
20,290,167,292,159,51,292,169,292,161,53,967,959,94.0,1926
21,287,176,313,179,67,287,176,314,181,67,1025,1022,126.0,2047
22,290,174,345,176,68,290,176,347,178,68,1059,1053,108.0,2112
23,278,169,306,174,63,278,169,306,174,65,992,990,117.0,1982
24,275,185,325,173,62,277,186,325,173,62,1023,1020,107.0,2043
25,308,198,355,164,77,309,198,357,164,77,1105,1102,118.0,2207
26,331,212,379,229,73,333,214,381,231,75,1234,1224,112.0,2458
27,355,234,403,222,72,355,236,403,224,72,1290,1286,107.0,2576
28,330,203,367,198,55,331,203,369,200,55,1158,1153,113.0,2311
29,342,200,342,220,60,342,200,342,220,62,1166,1164,99.0,2330
30,342,217,402,190,62,343,217,402,190,63,1215,1213,110.0,2428
31,384,202,427,162,62,386,203,429,164,62,1244,1237,160.0,2481
32,330,207,362,222,50,330,208,362,224,50,1174,1171,184.0,2345
33,345,190,357,202,44,345,191,357,202,44,1139,1138,256.0,2277
34,335,181,340,173,48,337,183,340,174,48,1082,1077,405.0,2159
35,296,166,342,167,34,297,167,343,167,36,1010,1005,353.0,2015
36,214,144,253,145,27,214,145,253,145,29,786,783,143.0,1569
37,202,121,224,116,26,202,123,224,118,27,694,689,124.0,1383
38,267,154,280,126,29,268,154,280,126,31,859,856,90.0,1715
39,237,140,260,135,24,239,140,261,135,24,799,796,57.0,1595
40,183,108,217,118,27,183,108,219,120,27,657,653,43.0,1310
41,226,132,241,126,26,226,133,243,126,27,755,751,58.0,1506
42,258,154,287,152,24,258,155,287,154,26,880,875,44.0,1755
43,198,120,234,89,21,200,120,236,89,21,666,662,42.0,1328
44,138,82,147,77,14,138,84,149,79,15,465,458,37.0,923
45,132,82,155,75,12,132,84,155,75,14,460,456,24.0,916
46,106,53,111,51,10,106,55,111,53,10,335,331,29.0,666
47,91,58,99,44,9,92,60,99,46,10,307,301,24.0,608
