,Arrive_A_people,Arrive_B_people,Arrive_C_people,Arrive_D_people,Arrive_E_people,Depart_A_people,Depart_B_people,Depart_C_people,Depart_D_people,Depart_E_people,Depart_total,Arrival_total,pass_thru,Total
0,91,50,106,50,7,91,50,108,51,7,307,304,17.0,611
1,38,22,39,21,5,38,22,39,21,5,125,125,19.0,250
2,21,12,22,10,2,22,12,22,12,3,71,67,13.0,138
3,15,10,19,10,3,17,12,21,12,3,65,57,6.0,122
4,22,14,26,12,3,24,14,26,14,3,81,77,12.0,158
5,26,15,26,14,5,27,15,26,14,7,89,86,11.0,175
6,39,27,43,26,17,41,29,43,27,17,157,152,14.0,309
7,94,62,99,67,34,94,62,99,68,34,357,356,21.0,713
8,150,99,155,108,53,150,101,157,108,53,569,565,19.0,1134
9,272,174,289,173,97,273,176,290,174,97,1010,1005,47.0,2015
10,304,208,313,205,104,306,210,313,207,106,1142,1134,42.0,2276
11,449,290,446,306,157,451,290,448,306,159,1654,1648,58.0,3302
12,297,210,306,200,103,297,210,308,202,103,1120,1116,75.0,2236
13,239,162,256,164,84,241,162,258,166,85,912,905,153.0,1817
14,318,232,338,237,121,318,232,338,237,123,1248,1246,192.0,2494
15,350,258,393,210,137,352,260,393,210,138,1353,1348,358.0,2701
16,302,208,333,176,89,302,208,335,176,89,1110,1108,295.0,2218
17,357,236,386,227,101,359,236,386,229,103,1313,1307,192.0,2620
18,425,272,472,249,101,427,272,473,251,101,1524,1519,126.0,3043
19,340,217,362,220,72,342,217,364,220,72,1215,1211,76.0,2426
20,294,176,323,161,63,296,176,325,162,65,1024,1017,78.0,2041
21,335,217,408,185,82,337,219,408,186,82,1232,1227,103.0,2459
22,330,220,371,214,75,331,220,371,214,77,1213,1210,99.0,2423
23,309,190,323,196,68,309,191,323,198,70,1091,1086,112.0,2177
24,304,181,321,205,60,304,183,321,205,62,1075,1071,114.0,2146
25,347,215,323,229,80,349,215,323,229,82,1198,1194,98.0,2392
26,361,234,407,222,91,362,236,408,222,92,1320,1315,110.0,2635
27,393,237,444,249,87,395,237,446,251,89,1418,1410,130.0,2828
28,355,227,410,222,67,357,229,410,224,67,1287,1281,107.0,2568
29,384,219,372,207,65,386,220,374,207,67,1254,1247,139.0,2501
30,352,215,379,203,65,354,215,379,203,67,1218,1214,145.0,2432
31,361,222,405,207,56,362,222,407,207,56,1254,1251,129.0,2505
32,278,190,349,215,44,280,191,350,217,46,1084,1076,215.0,2160
33,362,205,372,251,51,362,205,374,251,53,1245,1241,434.0,2486
34,354,215,413,173,58,355,217,415,174,58,1219,1213,451.0,2432
35,285,181,328,162,41,285,181,330,164,43,1003,997,320.0,2000
36,253,152,280,157,31,253,154,282,159,31,879,873,172.0,1752
37,229,132,268,125,32,231,133,270,126,32,792,786,95.0,1578
38,285,176,301,181,38,285,176,302,183,38,984,981,71.0,1965
39,287,167,306,159,34,289,167,306,159,34,955,953,50.0,1908
40,227,133,248,132,38,229,135,249,132,38,783,778,51.0,1561
41,217,120,229,121,44,219,120,229,121,44,733,731,62.0,1464
42,207,130,217,114,44,208,130,219,116,46,719,712,30.0,1431
43,149,101,167,82,24,149,101,167,84,26,527,523,44.0,1050
44,121,79,140,97,21,121,79,142,99,22,463,458,42.0,921
45,132,68,130,70,19,133,70,130,70,21,424,419,42.0,843
46,120,63,135,55,14,121,63,137,56,14,391,387,21.0,778
47,164,92,191,92,14,164,94,191,92,14,555,553,41.0,1108
