time,scheduled_fight_time,parking,pass,A,B,C,D,E,month,day,year,DateTime,Date,Total
11:30:00,2018-08-31 11:30:00,365.0,103.0,370,222,477,200,24,8,31,2018,2018-08-31 11:30:00,2018-8-31,1761.0
12:00:00,2018-08-31 12:00:00,320.0,106.0,331,202,409,195,24,8,31,2018,2018-08-31 12:00:00,2018-8-31,1587.0
12:30:00,2018-08-31 12:30:00,444.0,110.0,395,218,430,221,24,8,31,2018,2018-08-31 12:30:00,2018-8-31,1842.0
13:00:00,2018-08-31 13:00:00,529.0,90.0,469,300,505,294,31,8,31,2018,2018-08-31 13:00:00,2018-8-31,2218.0
13:30:00,2018-08-31 13:30:00,473.0,107.0,479,269,523,263,37,8,31,2018,2018-08-31 13:30:00,2018-8-31,2151.0
14:00:00,2018-08-31 14:00:00,359.0,103.0,437,221,475,221,25,8,31,2018,2018-08-31 14:00:00,2018-8-31,1841.0
14:30:00,2018-08-31 14:30:00,354.0,148.0,422,236,471,205,31,8,31,2018,2018-08-31 14:30:00,2018-8-31,1867.0
15:00:00,2018-08-31 15:00:00,433.0,203.0,485,255,523,282,32,8,31,2018,2018-08-31 15:00:00,2018-8-31,2213.0
15:30:00,2018-08-31 15:30:00,387.0,208.0,513,274,608,290,34,8,31,2018,2018-08-31 15:30:00,2018-8-31,2314.0
16:00:00,2018-08-31 16:00:00,395.0,191.0,520,294,610,250,39,8,31,2018,2018-08-31 16:00:00,2018-8-31,2299.0
16:30:00,2018-08-31 16:30:00,451.0,195.0,529,288,655,336,39,8,31,2018,2018-08-31 16:30:00,2018-8-31,2493.0
17:00:00,2018-08-31 17:00:00,388.0,212.0,524,300,670,326,36,8,31,2018,2018-08-31 17:00:00,2018-8-31,2456.0
17:30:00,2018-08-31 17:30:00,269.0,156.0,517,250,551,280,33,8,31,2018,2018-08-31 17:30:00,2018-8-31,2056.0
18:00:00,2018-08-31 18:00:00,221.0,81.0,390,213,429,249,22,8,31,2018,2018-08-31 18:00:00,2018-8-31,1605.0
18:30:00,2018-08-31 18:30:00,227.0,146.0,388,214,426,214,26,8,31,2018,2018-08-31 18:30:00,2018-8-31,1641.0
19:00:00,2018-08-31 19:00:00,204.0,127.0,478,239,525,211,32,8,31,2018,2018-08-31 19:00:00,2018-8-31,1816.0
19:30:00,2018-08-31 19:30:00,115.0,40.0,426,217,407,199,31,8,31,2018,2018-08-31 19:30:00,2018-8-31,1435.0
20:00:00,2018-08-31 20:00:00,99.0,68.0,274,170,332,169,21,8,31,2018,2018-08-31 20:00:00,2018-8-31,1133.0
20:30:00,2018-08-31 20:30:00,102.0,58.0,349,196,423,187,22,8,31,2018,2018-08-31 20:30:00,2018-8-31,1337.0
21:00:00,2018-08-31 21:00:00,107.0,44.0,423,241,486,188,31,8,31,2018,2018-08-31 21:00:00,2018-8-31,1520.0
21:30:00,2018-08-31 21:30:00,68.0,33.0,342,193,339,153,22,8,31,2018,2018-08-31 21:30:00,2018-8-31,1150.0
22:00:00,2018-08-31 22:00:00,52.0,43.0,212,129,258,117,16,8,31,2018,2018-08-31 22:00:00,2018-8-31,827.0
22:30:00,2018-08-31 22:30:00,43.0,58.0,227,137,265,152,17,8,31,2018,2018-08-31 22:30:00,2018-8-31,899.0
23:00:00,2018-08-31 23:00:00,21.0,51.0,200,119,204,105,13,8,31,2018,2018-08-31 23:00:00,2018-8-31,713.0
23:30:00,2018-08-31 23:30:00,17.0,29.0,172,102,205,107,12,8,31,2018,2018-08-31 23:30:00,2018-8-31,644.0
