time,scheduled_fight_time,parking,pass,A,B,C,D,E,month,day,year,DateTime,Date,Total
00:00:00,2018-06-27 00:00:00,9.0,23.0,135,73,144,72,8,6,27,2018,2018-06-27 00:00:00,2018-6-27,464.0
00:30:00,2018-06-27 00:30:00,7.0,13.0,83,46,82,45,6,6,27,2018,2018-06-27 00:30:00,2018-6-27,282.0
01:00:00,2018-06-27 01:00:00,10.0,18.0,45,27,57,27,2,6,27,2018,2018-06-27 01:00:00,2018-6-27,186.0
01:30:00,2018-06-27 01:30:00,11.0,18.0,50,24,50,26,3,6,27,2018,2018-06-27 01:30:00,2018-6-27,182.0
02:00:00,2018-06-27 02:00:00,20.0,19.0,28,14,29,15,1,6,27,2018,2018-06-27 02:00:00,2018-6-27,126.0
02:30:00,2018-06-27 02:30:00,48.0,15.0,23,11,23,10,1,6,27,2018,2018-06-27 02:30:00,2018-6-27,131.0
03:00:00,2018-06-27 03:00:00,93.0,22.0,38,24,48,24,3,6,27,2018,2018-06-27 03:00:00,2018-6-27,252.0
03:30:00,2018-06-27 03:30:00,219.0,24.0,98,51,103,51,7,6,27,2018,2018-06-27 03:30:00,2018-6-27,553.0
04:00:00,2018-06-27 04:00:00,332.0,22.0,167,97,179,81,12,6,27,2018,2018-06-27 04:00:00,2018-6-27,890.0
04:30:00,2018-06-27 04:30:00,488.0,34.0,234,135,254,112,16,6,27,2018,2018-06-27 04:30:00,2018-6-27,1273.0
05:00:00,2018-06-27 05:00:00,536.0,41.0,295,162,302,181,20,6,27,2018,2018-06-27 05:00:00,2018-6-27,1537.0
05:30:00,2018-06-27 05:30:00,893.0,82.0,407,248,484,178,25,6,27,2018,2018-06-27 05:30:00,2018-6-27,2317.0
06:00:00,2018-06-27 06:00:00,620.0,99.0,343,180,360,182,22,6,27,2018,2018-06-27 06:00:00,2018-6-27,1806.0
06:30:00,2018-06-27 06:30:00,507.0,195.0,247,126,272,139,15,6,27,2018,2018-06-27 06:30:00,2018-6-27,1501.0
