,Arrive_A_people,Arrive_B_people,Arrive_C_people,Arrive_D_people,Arrive_E_people,Depart_A_people,Depart_B_people,Depart_C_people,Depart_D_people,Depart_E_people,Depart_total,Arrival_total,pass_thru,Total
0,77,41,85,46,7,79,43,87,48,7,264,256,23.0,520
1,60,31,65,27,5,60,31,67,29,7,194,188,14.0,382
2,32,19,34,15,3,34,19,34,17,3,107,103,12.0,210
3,22,14,24,12,3,22,14,26,12,3,77,75,8.0,152
4,19,12,22,10,3,21,14,22,12,5,74,66,9.0,140
5,27,17,29,15,9,27,19,31,17,10,104,97,8.0,201
6,50,34,55,34,17,51,36,55,36,19,197,190,9.0,387
7,116,87,116,70,39,118,89,116,70,41,434,428,26.0,862
8,183,128,196,126,67,185,130,198,126,67,706,700,30.0,1406
9,275,195,290,222,92,275,195,292,224,94,1080,1074,35.0,2154
10,362,227,400,265,111,364,227,400,267,111,1369,1365,47.0,2734
11,378,249,441,227,114,378,249,443,227,114,1411,1409,76.0,2820
12,270,167,304,176,70,272,167,304,176,70,989,987,111.0,1976
13,267,186,285,169,80,267,188,287,169,80,991,987,138.0,1978
14,323,217,369,232,97,325,217,371,232,99,1244,1238,172.0,2482
15,362,260,407,234,97,362,260,407,236,99,1364,1360,189.0,2724
16,364,226,371,236,87,366,226,372,237,89,1290,1284,164.0,2574
17,402,270,446,253,89,403,270,446,255,91,1465,1460,157.0,2925
18,477,284,528,270,77,478,285,530,272,79,1644,1636,113.0,3280
19,448,272,460,270,80,449,273,461,272,82,1537,1530,101.0,3067
20,393,236,422,190,73,393,236,424,191,75,1319,1314,81.0,2633
21,396,244,419,248,79,398,244,419,248,79,1388,1386,117.0,2774
22,403,280,472,270,73,403,282,473,272,73,1503,1498,105.0,3001
23,427,272,463,278,85,427,272,465,280,87,1531,1525,124.0,3056
24,362,244,407,260,73,364,244,407,260,73,1348,1346,129.0,2694
25,412,258,466,246,99,412,258,468,248,99,1485,1481,128.0,2966
26,458,319,566,294,97,458,321,567,296,97,1739,1734,134.0,3473
27,542,345,630,304,109,542,347,632,306,109,1936,1930,118.0,3866
28,519,308,528,284,77,521,309,530,285,77,1722,1716,90.0,3438
29,437,296,531,268,82,437,296,531,270,82,1616,1614,140.0,3230
30,502,325,562,237,82,502,325,564,239,84,1714,1708,172.0,3422
31,557,331,542,297,91,559,331,543,299,91,1823,1818,167.0,3641
32,531,308,567,289,89,531,308,569,290,91,1789,1784,198.0,3573
33,523,296,545,306,82,523,297,545,308,82,1755,1752,170.0,3507
34,564,325,598,367,80,566,325,598,367,80,1936,1934,181.0,3870
35,511,314,567,280,68,511,316,567,280,68,1742,1740,126.0,3482
36,349,188,383,215,44,349,190,384,217,44,1184,1179,102.0,2363
37,371,208,388,215,44,371,208,388,217,46,1230,1226,99.0,2456
38,427,255,484,256,46,429,255,484,256,46,1470,1468,78.0,2938
39,364,207,400,195,41,366,208,400,196,41,1211,1207,58.0,2418
40,249,157,267,135,34,249,159,268,137,34,847,842,50.0,1689
41,386,210,427,220,36,386,210,429,222,36,1283,1279,74.0,2562
42,497,263,513,232,39,499,265,513,234,41,1552,1544,52.0,3096
43,255,154,261,133,26,256,155,261,133,27,832,829,35.0,1661
44,220,142,243,130,21,222,142,243,130,21,758,756,37.0,1514
45,215,116,227,116,21,217,116,229,116,21,699,695,28.0,1394
46,179,101,205,111,17,179,103,205,111,19,617,613,22.0,1230
47,157,80,161,82,15,157,80,162,82,15,496,495,27.0,991
