,Arrive_A_people,Arrive_B_people,Arrive_C_people,Arrive_D_people,Arrive_E_people,Depart_A_people,Depart_B_people,Depart_C_people,Depart_D_people,Depart_E_people,Depart_total,Arrival_total,pass_thru,Total
0,157,85,186,87,12,159,87,188,89,12,535,527,26.0,1062
1,142,73,162,89,10,142,75,164,89,10,480,476,28.0,956
2,121,68,130,68,9,121,68,132,68,10,399,396,25.0,795
3,68,36,80,44,7,68,38,80,46,9,241,235,18.0,476
4,41,26,50,21,5,43,27,50,21,5,146,143,14.0,289
5,34,22,39,24,12,34,24,41,26,12,137,131,11.0,268
6,62,36,62,32,15,63,38,62,34,17,214,207,13.0,421
7,109,72,121,73,32,111,73,123,75,32,414,407,16.0,821
8,190,138,220,132,56,191,138,220,133,56,738,736,22.0,1474
9,297,207,306,188,80,297,208,308,188,82,1083,1078,37.0,2161
10,359,239,395,208,96,361,241,396,210,96,1304,1297,55.0,2601
11,485,297,523,316,125,485,297,523,316,126,1747,1746,53.0,3493
12,331,217,393,193,75,333,219,393,193,77,1215,1209,70.0,2424
13,287,188,280,188,79,289,188,282,188,80,1027,1022,136.0,2049
14,316,226,384,207,92,318,226,386,208,94,1232,1225,142.0,2457
15,331,224,367,191,82,331,224,369,193,82,1199,1195,195.0,2394
16,306,195,331,171,62,308,196,331,171,62,1068,1065,133.0,2133
17,342,217,393,207,72,342,217,395,208,73,1235,1231,111.0,2466
18,337,217,371,244,65,338,217,371,246,65,1237,1234,85.0,2471
19,331,190,357,215,56,331,191,357,217,58,1154,1149,95.0,2303
20,379,196,388,207,58,381,196,390,208,58,1233,1228,82.0,2461
21,367,219,359,214,62,367,219,359,214,63,1222,1221,80.0,2443
22,349,205,407,178,55,350,205,407,178,55,1195,1194,88.0,2389
23,383,205,379,208,63,384,207,379,208,63,1241,1238,91.0,2479
24,330,195,364,179,56,331,195,364,181,58,1129,1124,88.0,2253
25,369,244,393,186,68,369,246,393,188,68,1264,1260,111.0,2524
26,371,241,415,224,84,371,243,415,224,84,1337,1335,91.0,2672
27,391,244,451,202,73,393,244,451,203,73,1364,1361,103.0,2725
28,347,220,379,224,48,349,220,379,226,50,1224,1218,81.0,2442
29,395,196,381,232,55,395,196,381,234,55,1261,1259,77.0,2520
30,362,222,446,202,56,364,222,448,202,56,1292,1288,92.0,2580
31,340,214,400,203,53,340,215,402,205,53,1215,1210,133.0,2425
32,355,212,383,208,48,357,214,384,208,48,1211,1206,139.0,2417
33,350,251,436,237,53,352,251,436,237,53,1329,1327,158.0,2656
34,364,220,443,210,44,366,220,443,210,46,1285,1281,180.0,2566
35,343,208,393,167,32,343,208,393,167,34,1145,1143,144.0,2288
36,284,164,306,176,29,284,164,308,176,31,963,959,107.0,1922
37,263,149,318,149,27,265,149,318,150,29,911,906,87.0,1817
38,308,166,347,174,36,309,167,347,176,38,1037,1031,69.0,2068
39,270,159,311,132,26,272,161,311,133,27,904,898,49.0,1802
40,231,137,248,138,27,232,138,249,138,29,786,781,44.0,1567
41,265,138,267,144,24,265,138,267,145,26,841,838,59.0,1679
42,296,174,366,169,26,297,174,367,169,27,1034,1031,40.0,2065
43,294,171,316,152,29,296,173,318,152,29,968,962,37.0,1930
44,256,147,268,137,21,258,147,270,137,22,834,829,33.0,1663
45,174,97,185,114,15,176,97,185,114,17,589,585,28.0,1174
46,152,87,154,84,14,152,87,155,84,15,493,491,24.0,984
47,154,79,161,87,12,154,80,161,89,12,496,493,19.0,989
